case_id,case_name,parcel_count,litigation_cases,compensation_pending_pct,acquisition_stage,ownership_disputes,document_issues,previous_delays_months,notification_age_months,delayed
CASE-1209,SIPCOT Industrial Corridor Phase 3 (Sec 6),49,0,24.4,Compensation Disbursement,0,2,6.0,32.7,0
CASE-1210,Coimbatore Ring Road Sec Phase 3 (Sec 4),143,6,6.8,Possession (Sec 3E/38),21,2,3.9,37.9,1
CASE-1211,SIPCOT Industrial Corridor Phase 3 (Sec 3),57,2,18.8,Compensation Disbursement,3,9,2.4,28.7,1
CASE-1212,Hosur IT Expressway Phase 1 (Sec 6),34,0,9.4,Compensation Disbursement,2,2,0.0,21.9,0
CASE-1213,SIPCOT Industrial Corridor Phase 3 (Sec 5),42,0,91.5,SIA & Objection (Sec 3C/15),4,5,0.0,6.8,0
CASE-1214,Erode Agri-Logistics Zone Phase 1 (Sec 5),54,0,31.2,Award Inquiry (Sec 3G/23),2,5,3.9,25.0,0
CASE-1215,SIPCOT Industrial Corridor Phase 3 (Sec 5),31,2,83.4,Award Inquiry (Sec 3G/23),0,3,10.9,34.1,1
CASE-1216,Tiruchirappalli Freight Link Phase 3 (Sec 3),21,0,57.8,Declaration (Sec 3D/19),1,1,0.0,11.0,0
CASE-1217,Madurai Logistics Park Phase 2 (Sec 5),16,0,39.9,Declaration (Sec 3D/19),0,0,0.0,11.9,0
CASE-1218,SIPCOT Industrial Corridor Phase 1 (Sec 7),48,1,13.2,Possession (Sec 3E/38),2,0,0.0,28.5,0
CASE-1219,Salem Bypass Extension Phase 2 (Sec 7),112,4,50.7,Declaration (Sec 3D/19),8,5,9.2,28.3,1
CASE-1220,Tirunelveli Solar Park Access Phase 2 (Sec 6),84,3,85.8,SIA & Objection (Sec 3C/15),6,5,4.3,12.8,1
CASE-1221,Salem Bypass Extension Phase 2 (Sec 4),45,0,75.0,Award Inquiry (Sec 3G/23),0,6,8.1,29.3,1
CASE-1222,Coimbatore Ring Road Sec Phase 1 (Sec 3),31,0,82.2,Declaration (Sec 3D/19),3,4,1.8,16.2,0
CASE-1223,Hosur IT Expressway Phase 2 (Sec 5),93,0,10.1,Compensation Disbursement,4,12,7.3,35.1,0
CASE-1224,Vellore Urban Peripheral Phase 3 (Sec 3),67,0,66.6,Award Inquiry (Sec 3G/23),6,5,0.0,12.3,0
CASE-1225,Tiruchirappalli Freight Link Phase 3 (Sec 5),24,2,93.2,SIA & Objection (Sec 3C/15),4,1,2.3,11.1,0
CASE-1226,SIPCOT Industrial Corridor Phase 1 (Sec 4),45,2,49.5,Declaration (Sec 3D/19),6,0,6.6,23.1,1
CASE-1227,Coimbatore Ring Road Sec Phase 2 (Sec 7),159,3,40.2,Declaration (Sec 3D/19),14,13,0.0,10.7,1
CASE-1228,Salem Bypass Extension Phase 1 (Sec 6),104,1,43.5,Declaration (Sec 3D/19),3,18,0.0,13.1,0
CASE-1229,Coimbatore Ring Road Sec Phase 2 (Sec 7),15,1,71.5,Notification (Sec 3A/11),3,2,9.2,17.3,1
CASE-1230,SIPCOT Industrial Corridor Phase 3 (Sec 1),44,0,36.8,Compensation Disbursement,4,2,0.0,20.1,0
CASE-1231,SIPCOT Industrial Corridor Phase 1 (Sec 1),67,3,76.8,Declaration (Sec 3D/19),2,1,1.8,17.4,1
CASE-1232,Erode Agri-Logistics Zone Phase 2 (Sec 1),68,0,70.5,Notification (Sec 3A/11),1,5,0.0,2.3,0
CASE-1233,Vellore Urban Peripheral Phase 2 (Sec 4),46,2,78.2,Notification (Sec 3A/11),2,1,5.3,9.3,1
CASE-1234,Coimbatore Ring Road Sec Phase 3 (Sec 5),29,1,20.5,Compensation Disbursement,0,3,0.0,21.3,0
CASE-1235,Tiruchirappalli Freight Link Phase 2 (Sec 6),31,0,36.0,Declaration (Sec 3D/19),2,5,4.4,22.2,0
CASE-1236,Tiruchirappalli Freight Link Phase 1 (Sec 5),76,0,30.8,Declaration (Sec 3D/19),9,15,9.5,25.4,1
CASE-1237,Erode Agri-Logistics Zone Phase 2 (Sec 6),55,0,96.8,SIA & Objection (Sec 3C/15),5,0,0.2,8.2,0
CASE-1238,Erode Agri-Logistics Zone Phase 1 (Sec 2),106,0,41.8,Declaration (Sec 3D/19),9,10,3.7,20.2,1
CASE-1239,Erode Agri-Logistics Zone Phase 3 (Sec 1),59,0,36.1,Award Inquiry (Sec 3G/23),3,1,5.5,26.5,0
CASE-1240,Tiruchirappalli Freight Link Phase 3 (Sec 4),70,1,90.8,Notification (Sec 3A/11),0,9,0.0,1.0,0
CASE-1241,Madurai Logistics Park Phase 3 (Sec 1),15,0,1.4,Possession (Sec 3E/38),0,1,2.0,35.3,0
CASE-1242,Vellore Urban Peripheral Phase 2 (Sec 6),108,4,60.3,Award Inquiry (Sec 3G/23),5,6,6.3,27.4,1
CASE-1243,Madurai Logistics Park Phase 2 (Sec 4),27,0,37.1,Declaration (Sec 3D/19),1,1,16.5,32.4,1
CASE-1244,Hosur IT Expressway Phase 1 (Sec 7),34,0,75.9,SIA & Objection (Sec 3C/15),1,2,0.0,2.1,0
CASE-1245,Madurai Logistics Park Phase 1 (Sec 3),115,2,71.4,Award Inquiry (Sec 3G/23),13,3,0.0,19.5,1
CASE-1246,Madurai Logistics Park Phase 2 (Sec 2),19,2,30.5,Declaration (Sec 3D/19),1,3,1.3,15.7,0
CASE-1247,Hosur IT Expressway Phase 1 (Sec 4),59,1,79.9,SIA & Objection (Sec 3C/15),1,4,1.3,9.7,0
CASE-1248,Tirunelveli Solar Park Access Phase 3 (Sec 2),55,1,73.3,Notification (Sec 3A/11),6,5,2.6,6.5,0
CASE-1249,Tirunelveli Solar Park Access Phase 3 (Sec 2),56,0,86.7,SIA & Objection (Sec 3C/15),4,7,5.6,14.6,0
CASE-1250,Tirunelveli Solar Park Access Phase 2 (Sec 5),74,0,10.9,Compensation Disbursement,5,3,2.9,30.5,0
CASE-1251,Vellore Urban Peripheral Phase 2 (Sec 1),120,5,93.0,SIA & Objection (Sec 3C/15),3,8,5.8,14.2,1
CASE-1252,Coimbatore Ring Road Sec Phase 3 (Sec 4),24,0,20.8,Compensation Disbursement,3,3,0.0,23.2,0
CASE-1253,Thoothukudi Port Rail Spur Phase 1 (Sec 4),56,0,92.0,SIA & Objection (Sec 3C/15),3,3,0.0,6.8,0
CASE-1254,SIPCOT Industrial Corridor Phase 1 (Sec 2),59,1,75.2,Declaration (Sec 3D/19),6,3,0.9,15.2,0
CASE-1255,Thoothukudi Port Rail Spur Phase 1 (Sec 6),148,5,82.1,SIA & Objection (Sec 3C/15),8,4,0.0,3.5,1
CASE-1256,Vellore Urban Peripheral Phase 1 (Sec 1),40,1,66.3,Declaration (Sec 3D/19),2,0,7.4,26.8,1
CASE-1257,SIPCOT Industrial Corridor Phase 3 (Sec 5),63,3,82.2,Notification (Sec 3A/11),4,2,2.8,6.8,1
CASE-1258,Thoothukudi Port Rail Spur Phase 1 (Sec 4),133,6,74.0,SIA & Objection (Sec 3C/15),3,20,1.2,10.4,1
CASE-1259,Thoothukudi Port Rail Spur Phase 1 (Sec 2),118,1,38.1,Award Inquiry (Sec 3G/23),4,12,3.1,25.5,0
CASE-1260,Coimbatore Ring Road Sec Phase 3 (Sec 6),163,5,70.8,Notification (Sec 3A/11),3,1,12.8,25.3,1
CASE-1261,Salem Bypass Extension Phase 2 (Sec 3),102,2,85.2,SIA & Objection (Sec 3C/15),8,4,0.0,1.3,1
CASE-1262,Madurai Logistics Park Phase 3 (Sec 5),24,2,30.5,Compensation Disbursement,1,0,2.7,28.9,1
CASE-1263,Coimbatore Ring Road Sec Phase 2 (Sec 7),401,3,57.3,Award Inquiry (Sec 3G/23),13,53,0.1,20.2,1
CASE-1264,Hosur IT Expressway Phase 3 (Sec 2),90,1,46.5,Award Inquiry (Sec 3G/23),10,9,0.6,20.8,1
CASE-1265,Coimbatore Ring Road Sec Phase 3 (Sec 7),39,1,37.8,Declaration (Sec 3D/19),0,2,3.1,18.1,0
CASE-1266,Vellore Urban Peripheral Phase 1 (Sec 1),78,0,95.9,SIA & Objection (Sec 3C/15),4,13,0.1,8.1,0
CASE-1267,Salem Bypass Extension Phase 3 (Sec 4),56,1,49.0,Award Inquiry (Sec 3G/23),0,4,1.5,22.7,0
CASE-1268,Thoothukudi Port Rail Spur Phase 1 (Sec 6),68,1,72.9,Notification (Sec 3A/11),3,0,1.8,6.2,0
CASE-1269,Vellore Urban Peripheral Phase 3 (Sec 3),15,1,35.0,Award Inquiry (Sec 3G/23),5,3,0.0,16.2,0
CASE-1270,Vellore Urban Peripheral Phase 1 (Sec 7),77,2,46.7,Award Inquiry (Sec 3G/23),3,6,2.3,22.8,1
CASE-1271,Erode Agri-Logistics Zone Phase 3 (Sec 5),68,0,63.6,Award Inquiry (Sec 3G/23),1,6,1.2,22.0,0
CASE-1272,Vellore Urban Peripheral Phase 2 (Sec 2),15,0,78.4,Award Inquiry (Sec 3G/23),1,0,7.1,28.9,1
CASE-1273,Hosur IT Expressway Phase 2 (Sec 3),80,0,83.1,Award Inquiry (Sec 3G/23),3,3,0.0,20.0,1
CASE-1274,SIPCOT Industrial Corridor Phase 2 (Sec 7),122,4,30.8,Possession (Sec 3E/38),7,8,1.2,33.9,1
CASE-1275,Thoothukudi Port Rail Spur Phase 2 (Sec 2),41,0,96.5,SIA & Objection (Sec 3C/15),3,0,0.1,8.1,0
CASE-1276,Salem Bypass Extension Phase 1 (Sec 5),87,0,2.5,Compensation Disbursement,10,4,0.6,26.7,0
CASE-1277,Hosur IT Expressway Phase 2 (Sec 4),57,2,61.1,Compensation Disbursement,0,10,0.0,22.6,1
CASE-1278,SIPCOT Industrial Corridor Phase 1 (Sec 2),57,0,54.1,Award Inquiry (Sec 3G/23),2,1,0.4,20.5,0
CASE-1279,Thoothukudi Port Rail Spur Phase 2 (Sec 6),28,1,93.6,Notification (Sec 3A/11),6,3,0.0,2.4,0
CASE-1280,Hosur IT Expressway Phase 2 (Sec 5),307,1,70.7,Notification (Sec 3A/11),2,40,1.1,5.0,0
CASE-1281,Erode Agri-Logistics Zone Phase 1 (Sec 5),241,2,66.9,Possession (Sec 3E/38),21,21,0.0,21.9,0
CASE-1282,Erode Agri-Logistics Zone Phase 2 (Sec 5),107,1,23.4,Possession (Sec 3E/38),10,5,2.1,34.3,0
CASE-1283,Vellore Urban Peripheral Phase 2 (Sec 7),93,2,10.0,Possession (Sec 3E/38),1,3,1.6,35.0,0
CASE-1284,SIPCOT Industrial Corridor Phase 1 (Sec 2),63,1,94.6,SIA & Objection (Sec 3C/15),3,3,1.8,11.5,1
CASE-1285,Tirunelveli Solar Park Access Phase 2 (Sec 4),123,2,35.6,Declaration (Sec 3D/19),4,22,1.9,17.5,1
CASE-1286,Coimbatore Ring Road Sec Phase 2 (Sec 4),56,0,80.3,Notification (Sec 3A/11),4,4,5.9,10.5,0
CASE-1287,Tirunelveli Solar Park Access Phase 3 (Sec 2),108,0,50.4,Compensation Disbursement,10,6,1.9,29.0,0
CASE-1288,Hosur IT Expressway Phase 3 (Sec 3),114,1,93.6,Notification (Sec 3A/11),16,1,0.0,1.0,1
CASE-1289,Tiruchirappalli Freight Link Phase 1 (Sec 2),49,3,13.0,Possession (Sec 3E/38),5,2,4.8,41.2,1
CASE-1290,Tiruchirappalli Freight Link Phase 3 (Sec 3),15,0,90.5,SIA & Objection (Sec 3C/15),1,1,5.0,14.7,1
CASE-1291,Salem Bypass Extension Phase 2 (Sec 6),80,0,39.6,Award Inquiry (Sec 3G/23),7,2,1.0,21.2,0
CASE-1292,Madurai Logistics Park Phase 2 (Sec 5),50,0,97.0,Notification (Sec 3A/11),6,3,0.0,1.0,0
CASE-1293,Thoothukudi Port Rail Spur Phase 3 (Sec 3),75,1,44.7,Award Inquiry (Sec 3G/23),3,3,0.0,17.0,0
CASE-1294,Tiruchirappalli Freight Link Phase 2 (Sec 4),107,1,81.7,SIA & Objection (Sec 3C/15),8,13,4.9,14.1,1
CASE-1295,Tirunelveli Solar Park Access Phase 1 (Sec 6),51,0,33.9,Compensation Disbursement,5,0,0.1,26.2,0
CASE-1296,Coimbatore Ring Road Sec Phase 2 (Sec 4),62,0,97.6,Notification (Sec 3A/11),5,3,4.8,10.1,0
CASE-1297,Tiruchirappalli Freight Link Phase 1 (Sec 7),26,2,33.9,Possession (Sec 3E/38),0,1,3.7,37.1,0
CASE-1298,Vellore Urban Peripheral Phase 2 (Sec 5),57,2,30.6,Award Inquiry (Sec 3G/23),0,4,0.0,16.0,0
CASE-1299,Coimbatore Ring Road Sec Phase 1 (Sec 6),36,2,52.7,Declaration (Sec 3D/19),5,6,0.0,12.3,0
CASE-1300,Erode Agri-Logistics Zone Phase 2 (Sec 1),16,0,78.8,Notification (Sec 3A/11),2,1,0.5,4.0,0
CASE-1301,Thoothukudi Port Rail Spur Phase 2 (Sec 7),172,4,83.6,SIA & Objection (Sec 3C/15),22,13,13.4,22.5,1
CASE-1302,Tirunelveli Solar Park Access Phase 3 (Sec 6),47,3,67.4,Award Inquiry (Sec 3G/23),6,5,7.8,33.5,1
CASE-1303,Madurai Logistics Park Phase 2 (Sec 1),89,3,8.2,Possession (Sec 3E/38),3,6,8.2,44.7,1
CASE-1304,Vellore Urban Peripheral Phase 1 (Sec 1),71,2,78.6,Notification (Sec 3A/11),5,5,0.0,1.0,0
CASE-1305,Erode Agri-Logistics Zone Phase 1 (Sec 2),17,1,95.4,SIA & Objection (Sec 3C/15),2,0,4.7,13.5,0
CASE-1306,SIPCOT Industrial Corridor Phase 2 (Sec 3),69,0,75.1,SIA & Objection (Sec 3C/15),4,6,0.0,7.4,0
CASE-1307,Salem Bypass Extension Phase 3 (Sec 6),210,3,64.2,Award Inquiry (Sec 3G/23),14,10,1.2,22.2,1
CASE-1308,Hosur IT Expressway Phase 3 (Sec 1),16,0,62.4,Declaration (Sec 3D/19),0,3,0.0,13.5,0
CASE-1309,Tirunelveli Solar Park Access Phase 1 (Sec 3),146,0,10.1,Possession (Sec 3E/38),9,19,0.7,33.0,0
CASE-1310,Tiruchirappalli Freight Link Phase 3 (Sec 4),187,3,53.3,Possession (Sec 3E/38),19,19,0.1,32.2,1
CASE-1311,SIPCOT Industrial Corridor Phase 1 (Sec 2),41,3,53.7,Compensation Disbursement,6,2,0.0,22.7,1
CASE-1312,Tirunelveli Solar Park Access Phase 3 (Sec 1),23,1,75.1,Notification (Sec 3A/11),0,2,0.0,1.6,0
CASE-1313,Erode Agri-Logistics Zone Phase 1 (Sec 2),145,1,22.8,Compensation Disbursement,3,12,0.0,23.5,0
CASE-1314,Salem Bypass Extension Phase 1 (Sec 1),82,2,42.0,Award Inquiry (Sec 3G/23),7,7,1.8,23.1,1
CASE-1315,Thoothukudi Port Rail Spur Phase 3 (Sec 5),74,2,93.5,Notification (Sec 3A/11),11,7,0.4,3.4,1
CASE-1316,Erode Agri-Logistics Zone Phase 3 (Sec 7),77,3,79.5,Notification (Sec 3A/11),1,14,13.1,24.6,1
CASE-1317,Coimbatore Ring Road Sec Phase 2 (Sec 7),42,0,76.7,Declaration (Sec 3D/19),3,2,0.0,13.9,0
CASE-1318,Vellore Urban Peripheral Phase 1 (Sec 5),92,0,83.9,Notification (Sec 3A/11),2,10,3.1,6.3,0
CASE-1319,Thoothukudi Port Rail Spur Phase 1 (Sec 2),46,2,88.4,Notification (Sec 3A/11),2,6,0.0,1.0,1
CASE-1320,Hosur IT Expressway Phase 3 (Sec 2),28,0,14.3,Compensation Disbursement,0,2,0.8,26.9,0
CASE-1321,SIPCOT Industrial Corridor Phase 2 (Sec 1),147,4,95.0,SIA & Objection (Sec 3C/15),9,6,0.9,9.2,1
CASE-1322,Madurai Logistics Park Phase 1 (Sec 5),31,1,67.3,Declaration (Sec 3D/19),0,2,0.0,12.8,0
CASE-1323,Thoothukudi Port Rail Spur Phase 2 (Sec 3),83,1,8.4,Compensation Disbursement,0,7,0.0,21.1,0
CASE-1324,Thoothukudi Port Rail Spur Phase 2 (Sec 5),96,1,8.2,Compensation Disbursement,19,9,0.0,25.4,0
CASE-1325,Salem Bypass Extension Phase 2 (Sec 5),138,4,19.8,Compensation Disbursement,10,15,0.0,24.6,0
CASE-1326,Madurai Logistics Park Phase 2 (Sec 4),110,5,13.1,Possession (Sec 3E/38),15,10,7.6,41.9,1
CASE-1327,Vellore Urban Peripheral Phase 3 (Sec 1),107,1,83.3,Notification (Sec 3A/11),1,7,0.0,1.6,0
CASE-1328,Salem Bypass Extension Phase 2 (Sec 2),120,3,71.2,Award Inquiry (Sec 3G/23),4,27,5.4,26.4,1
CASE-1329,Vellore Urban Peripheral Phase 3 (Sec 6),17,0,41.6,Declaration (Sec 3D/19),2,1,2.4,16.9,0
CASE-1330,Coimbatore Ring Road Sec Phase 2 (Sec 7),25,0,75.0,Award Inquiry (Sec 3G/23),2,1,8.3,29.7,1
CASE-1331,Vellore Urban Peripheral Phase 3 (Sec 6),152,5,77.9,Award Inquiry (Sec 3G/23),6,6,2.8,23.9,1
CASE-1332,Salem Bypass Extension Phase 3 (Sec 6),74,3,98.1,Notification (Sec 3A/11),6,0,3.9,9.5,1
CASE-1333,Coimbatore Ring Road Sec Phase 2 (Sec 3),73,1,86.9,SIA & Objection (Sec 3C/15),3,2,6.1,15.1,1
CASE-1334,Thoothukudi Port Rail Spur Phase 1 (Sec 3),68,0,6.7,Compensation Disbursement,0,9,0.0,22.7,0
CASE-1335,Erode Agri-Logistics Zone Phase 2 (Sec 2),110,3,48.6,Award Inquiry (Sec 3G/23),16,12,7.5,28.4,1
CASE-1336,SIPCOT Industrial Corridor Phase 1 (Sec 7),37,0,13.4,Possession (Sec 3E/38),2,1,1.4,33.9,0
CASE-1337,Hosur IT Expressway Phase 3 (Sec 3),37,0,71.1,Notification (Sec 3A/11),1,2,6.5,9.9,0
CASE-1338,Madurai Logistics Park Phase 2 (Sec 4),50,0,14.6,Compensation Disbursement,0,0,4.4,33.9,0
CASE-1339,Madurai Logistics Park Phase 2 (Sec 4),178,3,40.5,Award Inquiry (Sec 3G/23),7,13,9.1,31.4,1
CASE-1340,Vellore Urban Peripheral Phase 1 (Sec 3),68,0,51.4,Possession (Sec 3E/38),1,4,2.0,34.2,0
CASE-1341,Thoothukudi Port Rail Spur Phase 2 (Sec 3),100,2,92.1,Notification (Sec 3A/11),4,11,0.0,2.6,0
CASE-1342,SIPCOT Industrial Corridor Phase 1 (Sec 3),68,0,44.2,Declaration (Sec 3D/19),7,15,0.0,8.8,0
CASE-1343,Tirunelveli Solar Park Access Phase 2 (Sec 2),27,2,35.5,Award Inquiry (Sec 3G/23),0,3,1.0,21.9,0
CASE-1344,SIPCOT Industrial Corridor Phase 3 (Sec 5),65,0,2.3,Compensation Disbursement,2,3,6.8,33.3,0
CASE-1345,SIPCOT Industrial Corridor Phase 1 (Sec 2),25,3,10.2,Compensation Disbursement,1,1,0.0,22.9,0
CASE-1346,Coimbatore Ring Road Sec Phase 3 (Sec 5),24,0,97.2,SIA & Objection (Sec 3C/15),1,1,4.1,13.9,0
CASE-1347,Vellore Urban Peripheral Phase 3 (Sec 7),16,0,79.1,Declaration (Sec 3D/19),0,0,6.4,22.2,0
CASE-1348,Vellore Urban Peripheral Phase 1 (Sec 6),266,4,76.9,Award Inquiry (Sec 3G/23),0,11,7.5,28.8,1
CASE-1349,Coimbatore Ring Road Sec Phase 2 (Sec 1),63,2,61.1,Declaration (Sec 3D/19),1,3,7.6,23.6,1
CASE-1350,Hosur IT Expressway Phase 3 (Sec 7),83,0,45.8,Award Inquiry (Sec 3G/23),4,3,3.9,24.8,1
CASE-1351,Erode Agri-Logistics Zone Phase 1 (Sec 1),28,0,64.1,Declaration (Sec 3D/19),1,5,0.0,12.1,0
CASE-1352,Vellore Urban Peripheral Phase 3 (Sec 5),82,1,78.7,Declaration (Sec 3D/19),4,4,1.8,17.4,0
CASE-1353,Thoothukudi Port Rail Spur Phase 2 (Sec 4),37,0,89.1,SIA & Objection (Sec 3C/15),3,4,0.0,5.2,0
CASE-1354,Salem Bypass Extension Phase 2 (Sec 2),51,2,86.8,Notification (Sec 3A/11),0,4,5.6,13.0,1
CASE-1355,Madurai Logistics Park Phase 3 (Sec 7),145,1,58.6,Declaration (Sec 3D/19),14,15,11.2,26.6,1
CASE-1356,SIPCOT Industrial Corridor Phase 1 (Sec 1),74,1,5.0,Compensation Disbursement,6,6,2.2,30.3,0
CASE-1357,Erode Agri-Logistics Zone Phase 1 (Sec 7),97,2,80.5,SIA & Objection (Sec 3C/15),3,6,0.7,8.7,0
CASE-1358,SIPCOT Industrial Corridor Phase 1 (Sec 7),226,2,65.0,Award Inquiry (Sec 3G/23),6,14,2.6,23.4,1
CASE-1359,Vellore Urban Peripheral Phase 1 (Sec 4),101,0,42.4,Award Inquiry (Sec 3G/23),7,4,1.5,23.0,1
CASE-1360,SIPCOT Industrial Corridor Phase 2 (Sec 1),54,0,75.6,Declaration (Sec 3D/19),4,2,3.4,17.8,0
CASE-1361,Thoothukudi Port Rail Spur Phase 3 (Sec 1),358,1,74.3,Declaration (Sec 3D/19),8,36,5.5,21.1,1
CASE-1362,Coimbatore Ring Road Sec Phase 3 (Sec 2),140,1,61.5,Award Inquiry (Sec 3G/23),19,18,0.0,16.4,0
CASE-1363,Tirunelveli Solar Park Access Phase 3 (Sec 2),39,0,72.8,Compensation Disbursement,1,1,6.4,34.1,1
CASE-1364,Vellore Urban Peripheral Phase 1 (Sec 6),132,1,86.1,SIA & Objection (Sec 3C/15),11,17,6.1,16.9,1
CASE-1365,Tirunelveli Solar Park Access Phase 3 (Sec 3),88,1,33.0,Award Inquiry (Sec 3G/23),5,12,5.9,26.3,0
CASE-1366,Thoothukudi Port Rail Spur Phase 2 (Sec 1),177,4,70.0,Declaration (Sec 3D/19),0,41,0.0,12.4,0
CASE-1367,Hosur IT Expressway Phase 3 (Sec 7),125,3,48.4,Declaration (Sec 3D/19),15,8,2.7,17.2,1
CASE-1368,Erode Agri-Logistics Zone Phase 3 (Sec 4),112,4,78.1,Award Inquiry (Sec 3G/23),9,15,10.5,31.9,1
CASE-1369,Madurai Logistics Park Phase 3 (Sec 5),38,1,91.1,Notification (Sec 3A/11),1,0,0.8,4.5,0
CASE-1370,Salem Bypass Extension Phase 1 (Sec 3),289,3,91.7,Notification (Sec 3A/11),8,27,2.4,6.4,1
CASE-1371,SIPCOT Industrial Corridor Phase 3 (Sec 7),33,1,61.1,Declaration (Sec 3D/19),1,3,1.3,16.4,0
CASE-1372,Erode Agri-Logistics Zone Phase 1 (Sec 7),141,4,56.6,Declaration (Sec 3D/19),18,9,1.9,16.4,1
CASE-1373,Tirunelveli Solar Park Access Phase 3 (Sec 5),80,2,77.2,SIA & Objection (Sec 3C/15),8,7,0.0,3.3,0
CASE-1374,Tiruchirappalli Freight Link Phase 2 (Sec 2),115,1,45.9,Declaration (Sec 3D/19),1,7,3.6,20.1,1
CASE-1375,Erode Agri-Logistics Zone Phase 3 (Sec 1),100,0,81.1,Declaration (Sec 3D/19),1,0,4.9,20.8,1
CASE-1376,Madurai Logistics Park Phase 1 (Sec 3),95,1,92.1,Notification (Sec 3A/11),6,7,2.8,6.5,0
CASE-1377,SIPCOT Industrial Corridor Phase 3 (Sec 6),32,0,73.9,Compensation Disbursement,8,6,0.0,26.0,0
CASE-1378,Vellore Urban Peripheral Phase 1 (Sec 6),146,2,21.6,Compensation Disbursement,5,4,5.2,31.9,0
CASE-1379,Hosur IT Expressway Phase 1 (Sec 3),58,0,87.5,Notification (Sec 3A/11),3,3,0.3,3.4,0
CASE-1380,Coimbatore Ring Road Sec Phase 1 (Sec 2),34,0,69.6,Compensation Disbursement,6,1,0.0,17.5,0
CASE-1381,Erode Agri-Logistics Zone Phase 2 (Sec 6),65,1,60.0,Compensation Disbursement,0,1,3.8,32.2,1
CASE-1382,Madurai Logistics Park Phase 2 (Sec 6),27,1,54.2,Award Inquiry (Sec 3G/23),2,1,8.8,29.8,1
CASE-1383,SIPCOT Industrial Corridor Phase 3 (Sec 4),19,1,96.6,SIA & Objection (Sec 3C/15),0,0,0.6,9.0,0
CASE-1384,Salem Bypass Extension Phase 1 (Sec 5),34,0,93.1,SIA & Objection (Sec 3C/15),1,1,0.0,5.2,0
CASE-1385,Tirunelveli Solar Park Access Phase 2 (Sec 7),25,0,31.2,Award Inquiry (Sec 3G/23),1,2,0.0,16.7,0
CASE-1386,Hosur IT Expressway Phase 1 (Sec 2),60,1,1.9,Possession (Sec 3E/38),1,10,0.0,29.8,0
CASE-1387,SIPCOT Industrial Corridor Phase 3 (Sec 5),22,1,37.3,Compensation Disbursement,2,5,5.4,35.1,1
CASE-1388,Hosur IT Expressway Phase 2 (Sec 2),152,2,93.7,SIA & Objection (Sec 3C/15),2,19,4.7,13.1,0
CASE-1389,Erode Agri-Logistics Zone Phase 2 (Sec 1),41,0,15.8,Compensation Disbursement,0,7,1.4,28.1,0
CASE-1390,Salem Bypass Extension Phase 3 (Sec 7),220,2,20.4,Possession (Sec 3E/38),10,16,0.0,26.5,0
CASE-1391,Tiruchirappalli Freight Link Phase 1 (Sec 3),145,5,57.2,Compensation Disbursement,3,12,1.6,27.8,1
CASE-1392,Salem Bypass Extension Phase 2 (Sec 7),147,4,39.6,Award Inquiry (Sec 3G/23),3,8,2.7,23.4,1
CASE-1393,Hosur IT Expressway Phase 2 (Sec 3),77,1,19.9,Compensation Disbursement,7,12,2.8,28.9,0
CASE-1394,SIPCOT Industrial Corridor Phase 3 (Sec 4),134,1,75.9,Award Inquiry (Sec 3G/23),3,2,0.0,17.1,1
CASE-1395,Thoothukudi Port Rail Spur Phase 2 (Sec 3),71,0,9.4,Compensation Disbursement,1,2,1.0,27.5,0
CASE-1396,Coimbatore Ring Road Sec Phase 2 (Sec 5),113,0,82.4,Notification (Sec 3A/11),4,11,5.7,14.3,1
CASE-1397,Coimbatore Ring Road Sec Phase 1 (Sec 1),53,0,48.3,Declaration (Sec 3D/19),2,2,3.6,20.7,0
CASE-1398,Madurai Logistics Park Phase 3 (Sec 4),174,2,97.2,SIA & Objection (Sec 3C/15),0,3,4.8,13.9,1
CASE-1399,Erode Agri-Logistics Zone Phase 2 (Sec 7),53,1,5.4,Possession (Sec 3E/38),3,4,0.0,28.8,0
CASE-1400,Erode Agri-Logistics Zone Phase 3 (Sec 6),37,0,53.8,Declaration (Sec 3D/19),0,1,0.0,11.7,0
CASE-1401,Tiruchirappalli Freight Link Phase 1 (Sec 7),86,3,77.4,Notification (Sec 3A/11),17,4,0.2,3.3,0
CASE-1402,Hosur IT Expressway Phase 1 (Sec 4),76,2,86.2,Notification (Sec 3A/11),0,3,0.0,2.3,1
CASE-1403,Tirunelveli Solar Park Access Phase 3 (Sec 3),66,1,76.9,SIA & Objection (Sec 3C/15),4,11,1.6,10.5,0
CASE-1404,Thoothukudi Port Rail Spur Phase 3 (Sec 7),56,0,48.7,Declaration (Sec 3D/19),0,4,3.2,18.4,0
CASE-1405,SIPCOT Industrial Corridor Phase 3 (Sec 2),76,0,11.4,Possession (Sec 3E/38),5,1,2.5,36.3,0
CASE-1406,Madurai Logistics Park Phase 2 (Sec 2),120,2,91.7,SIA & Objection (Sec 3C/15),6,23,2.2,10.8,0
CASE-1407,Vellore Urban Peripheral Phase 3 (Sec 5),97,3,44.0,Award Inquiry (Sec 3G/23),2,3,0.0,20.0,1
CASE-1408,Tirunelveli Solar Park Access Phase 3 (Sec 2),481,15,14.5,Possession (Sec 3E/38),52,7,0.0,30.3,1
CASE-1409,Madurai Logistics Park Phase 3 (Sec 2),58,0,31.9,Possession (Sec 3E/38),3,6,4.5,38.7,0
CASE-1410,Erode Agri-Logistics Zone Phase 2 (Sec 6),23,0,75.1,SIA & Objection (Sec 3C/15),6,3,1.4,9.6,0
